4518814,2017-06-21 13:00:03.793,CA,ON,Cambridge,43.3842,-80.2968
4519856,2017-06-21 02:00:02.080,CA,ON,Kitchener,43.4453,-80.4905
4533843,2017-06-21 20:00:51.797,CA,AB,Sherwood Park,53.5263,-113.287
4547034,2017-06-21 07:01:29.760,CA,ON,Kitchener,43.4233,-80.5383
4554389,2017-06-21 13:01:36.680,CA,ON,Mississauga,43.5972,-79.6931
4555299,2017-06-21 10:01:37.080,CA,ON,Mississauga,43.5647,-79.5852
4572226,2017-06-21 06:01:56.970,CA,ON,Milton,43.5148,-79.884
4589671,2017-06-21 03:03:08.810,CA,AB,Edmonton,53.54798,-113.59419
4631730,2017-06-21 13:06:17.720,CA,ON,Toronto,43.6651,-79.4369
4638484,2017-06-21 07:06:47.757,CA,AB,Edmonton,53.5181,-113.5797
4654097,2017-06-21 04:07:41.403,CA,ON,Caledonia,43.0618,-79.9657
4655880,2017-06-21 10:07:50.890,CA,SK,Saskatoon,52.1218,-106.645
4670761,2017-06-21 14:08:58.927,CA,ON,London,42.9699,-81.2081
4673062,2017-06-21 12:09:07.227,CA,NB,Moncton,46.1183,-64.7338
4676516,2017-06-21 19:09:30.060,CA,ON,Charlton Station,47.5776,-80.2036
4690043,2017-06-21 09:10:39.940,CA,AB,Calgary,51.0233,-114.071
4694971,2017-06-21 17:11:05.373,CA,AB,Canmore,51.0855,-115.342
4701359,2017-06-21 07:11:36.333,CA,ON,Brantford,43.1772,-80.248
4728101,2017-06-21 04:13:49.303,CA,AB,Edmonton,53.57741,-113.54728
4762623,2017-06-21 18:16:07.757,CA,ON,Dryden,49.7805,-92.8344
4768359,2017-06-21 16:16:38.260,CA,MB,Winnipeg,49.8735,-97.15035
4773092,2017-06-21 08:16:50.653,CA,AB,Calgary,51.053,-114.161
4794239,2017-06-21 15:18:17.557,CA,AB,Duffield,53.5224,-114.216
4797930,2017-06-21 13:18:41.770,CA,AB,Calgary,50.95738,-114.22057
4810070,2017-06-21 07:19:50.160,CA,ON,Toronto,43.6666,-79.3823
4812719,2017-06-21 06:20:12.120,CA,ON,Kitchener,43.4553,-80.4845
4840146,2017-06-21 20:22:18.310,CA,QC,Montréal,45.4985,-73.5539
4863755,2017-06-21 01:24:17.593,CA,AB,Calgary,51.1229,-114.189
4906508,2017-06-21 16:28:09.043,CA,QC,Gatineau,45.46838,-75.69981
4917405,2017-06-21 03:29:09.870,CA,NB,Macdougall Settlement,46.05405,-64.77851
4918940,2017-06-21 16:29:18.290,CA,AB,Calgary,51.0305,-113.9819
4932675,2017-06-21 00:30:24.637,CA,AB,Edmonton,53.44218,-113.44523
4971083,2017-06-21 04:32:24.763,CA,NS,Halifax,44.60433,-63.61499
4978358,2017-06-21 00:32:49.473,CA,SK,Saskatoon,52.1225,-106.72488
4999597,2017-06-21 16:34:08.787,CA,AB,Edmonton,53.5388,-113.494
5003373,2017-06-21 09:34:21.680,CA,AB,Calgary,51.12316,-114.24965
5007072,2017-06-21 13:34:29.403,CA,AB,Calgary,50.9505,-113.947
5009300,2017-06-21 09:34:36.860,CA,QC,Laval,45.5209,-73.7762
5015816,2017-06-21 06:34:46.770,CA,AB,Cochrane,51.1834,-114.4687
5017748,2017-06-21 01:34:56.873,CA,ON,Mississauga,43.59162,-79.70651
5036080,2017-06-21 11:36:29.550,CA,AB,Red Deer,52.31315,-113.82793
5058145,2017-06-21 14:37:53.927,CA,AB,Calgary,50.87744,-114.03202
5065951,2017-06-21 12:38:19.443,CA,BC,Abbotsford,49.0509,-122.312
5088998,2017-06-21 16:40:10.753,CA,ON,Toronto,43.6682,-79.4209
5094076,2017-06-21 06:40:37.103,CA,AB,Calgary,51.0823,-113.9578
5101695,2017-06-21 19:41:16.830,CA,QC,Saint-Eustache,45.5656,-73.9135
5110118,2017-06-21 10:41:42.720,CA,AB,Calgary,51.0905,-114.182
5111396,2017-06-21 12:41:48.113,CA,ON,Richmond Hill,43.8428,-79.4239
5134224,2017-06-21 00:43:19.670,CA,ON,Brantford,43.1207,-80.2893
5152828,2017-06-21 02:44:24.520,CA,AB,Edmonton,53.4422,-113.44524
5158409,2017-06-21 05:44:52.397,CA,ON,Oshawa,43.9205,-78.8287
5160327,2017-06-21 20:45:05.703,CA,SK,Regina,50.4548,-104.595
5162127,2017-06-21 07:45:08.990,CA,ON,Walkerton,44.1343,-81.1501
5162352,2017-06-21 01:45:11.220,CA,AB,Edmonton,53.48265,-113.48161
5169286,2017-06-21 13:45:36.333,CA,ON,Fort Erie,42.9052,-78.9365
5176825,2017-06-21 20:46:00.450,CA,ON,Toronto,43.6796,-79.4343
5181221,2017-06-21 05:46:14.523,CA,ON,Toronto,43.6575,-79.3783
5181558,2017-06-21 11:46:14.703,CA,ON,Barrie,44.3303,-79.7268
5184012,2017-06-21 14:46:30.247,CA,AB,Calgary,51.05309,-114.01894
5190020,2017-06-21 02:47:06.987,CA,ON,Toronto,43.7425,-79.5851
5210914,2017-06-21 13:48:36.407,CA,MB,Winnipeg,49.8845,-97.1342
5215240,2017-06-21 06:49:03.557,CA,ON,Ancaster,43.208,-79.9652
5215721,2017-06-21 11:49:03.470,CA,BC,Vancouver,49.25964,-123.07369
5235701,2017-06-21 18:50:46.690,CA,ON,London,43.0346,-81.2554
5244814,2017-06-21 12:51:21.337,CA,AB,Calgary,50.9819,-114.1004
5251221,2017-06-21 00:51:47.900,CA,AB,Edmonton,53.40441,-113.52367
5257634,2017-06-21 13:52:19.030,CA,ON,Toronto,43.6666,-79.3823
5270040,2017-06-21 04:53:09.350,CA,MB,Winnipeg,49.8715,-97.1142
5280082,2017-06-21 19:54:11.243,CA,ON,Burlington,43.3317,-79.8066
5294470,2017-06-21 05:54:48.037,CA,ON,Ottawa,45.4113,-75.7068
5302773,2017-06-21 18:55:26.267,CA,AB,Beaumont,53.3588,-113.40506
5303957,2017-06-21 09:55:33.633,CA,ON,Richmond Hill,43.86139,-79.43508
5304259,2017-06-21 10:55:35.660,CA,MB,Winnipeg,49.8255,-97.1879
5305820,2017-06-21 15:55:37.607,CA,ON,Toronto,43.6498,-79.3907
5320793,2017-06-21 09:56:15.067,CA,AB,Calgary,51.1229,-114.189
5383435,2017-06-21 18:01:20.380,CA,BC,Vernon,50.2647,-119.268
5408460,2017-06-21 16:03:58.627,CA,ON,Toronto,43.63,-79.477
5437780,2017-06-21 19:07:00.777,CA,ON,Whitby,43.8873,-78.9422
5458876,2017-06-21 10:09:27.257,CA,BC,Surrey,49.122,-122.7107
5466193,2017-06-21 19:10:13.910,CA,AB,Calgary,50.9093,-114.1028
5489506,2017-06-21 13:12:12.267,CA,SK,Saskatoon,52.13185,-106.7353
5491671,2017-06-21 20:12:30.947,CA,QC,Montréal,45.5884,-73.5641
5495616,2017-06-21 05:12:50.383,CA,SK,Saskatoon,52.11597,-106.65443
5522364,2017-06-21 18:15:24.290,CA,AB,Calgary,51.1387,-114.2015
5525669,2017-06-21 19:15:38.400,CA,ON,North York,43.7136,-79.4885
5542838,2017-06-21 13:17:16.467,CA,AB,Sylvan Lake,52.30008,-114.10707
5545743,2017-06-21 10:17:35.323,CA,SK,Saskatoon,52.1225,-106.72488
5552806,2017-06-21 09:17:53.010,CA,ON,Renfrew,45.4716,-76.6848
5601289,2017-06-21 13:21:23.187,CA,AB,Edmonton,53.6134,-113.541
5611789,2017-06-21 05:22:39.383,CA,AB,Beaumont,53.35135,-113.40757
4516613,2017-06-21 15:00:00.497,CA,ON,Stratford,43.3716,-80.9773
4517697,2017-06-21 12:00:01.790,CA,ON,Windsor,42.3262,-82.9084
4535192,2017-06-21 05:00:55.120,CA,ON,Burlington,43.41318,-79.81299
4549028,2017-06-21 20:01:31.857,CA,ON,London,42.9923,-81.2531
4559366,2017-06-21 17:01:45.263,CA,ON,Orillia,44.6078,-79.4175
4563490,2017-06-21 17:01:49.983,CA,ON,Bracebridge,45.0442,-79.1286
4564395,2017-06-21 02:01:52.600,CA,ON,Orillia,44.6078,-79.4175
4579196,2017-06-21 08:02:23.483,CA,NS,Halifax,44.6674,-63.6431
4612190,2017-06-21 15:04:56.420,CA,BC,Victoria,48.46955,-123.38264
